Vuosi,Kk,Pv,Klo,Aikavyöhyke,Sademäärä (mm),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Näkyvyys (m),Tuulen nopeus (m/s)
2021,1,5,08:00,UTC,0,0,9,-3.9,34146,3.2
2021,1,5,09:00,UTC,0,0,9,-3.9,11653,3.1
2021,1,5,10:00,UTC,0,0,9,-4,12254,4.2
2021,1,5,11:00,UTC,0,0,9,-4,15385,3.3
2021,1,5,12:00,UTC,0,0,9,-4,32254,3.4
2021,1,5,13:00,UTC,0,0,9,-4,33629,3.4
2021,1,5,14:00,UTC,0,0,9,-4.1,29259,3.9
2021,1,5,15:00,UTC,0,0,-,-4.1,29935,2.7
2021,1,5,16:00,UTC,0,0,9,-4.3,32312,3.3
2021,1,5,17:00,UTC,0,0,9,-4.4,29731,3
2021,1,5,18:00,UTC,0,0,9,-4.5,33396,4.1
2021,1,5,19:00,UTC,0,0,9,-4.8,31941,2.7
2021,1,5,20:00,UTC,0,0,9,-5,31454,2.5
2021,1,5,21:00,UTC,0,0,9,-4.8,31683,3.2
2021,1,5,22:00,UTC,0,0,9,-4.7,30815,2.7
2021,1,5,23:00,UTC,0,0,9,-4.5,30224,3
2021,1,6,00:00,UTC,0,0,9,-4.5,23836,3.1
2021,1,6,01:00,UTC,0,0,9,-4.6,25996,3
2021,1,6,02:00,UTC,0,0,8,-4.5,31256,3
2021,1,6,03:00,UTC,0,0,8,-4.4,36001,3.5
2021,1,6,04:00,UTC,0,0,8,-4.4,41164,3.8
2021,1,6,05:00,UTC,0,0,8,-4.3,41060,3.4
2021,1,6,06:00,UTC,0,0,8,-4.2,43053,4
2021,1,6,07:00,UTC,0,0,8,-4.3,41647,4.3
2021,1,6,08:00,UTC,-,-,-,-4.3,34323,4.1
2021,1,6,09:00,UTC,0,0,8,-4.1,32795,4.5
2021,1,6,10:00,UTC,0,0,8,-3.9,25672,5
2021,1,6,11:00,UTC,0,0,8,-3.7,26855,4.5
2021,1,6,12:00,UTC,0,0,8,-3.5,31159,4.9
2021,1,6,13:00,UTC,0,0,8,-3.9,50759,5
2021,1,6,14:00,UTC,0,0,8,-4.4,53177,4.4
2021,1,6,15:00,UTC,0,0,8,-4.2,51650,4.2
2021,1,6,16:00,UTC,0,0,8,-3.8,40392,5.1
2021,1,6,17:00,UTC,0,0,9,-3.6,35348,4.3
2021,1,6,18:00,UTC,0,0,8,-3.3,34992,5
2021,1,6,19:00,UTC,0,0,8,-3.1,26674,4.2
2021,1,6,20:00,UTC,0,0,8,-2.8,18444,4.3
2021,1,6,21:00,UTC,0,0,8,-2.4,38654,5.9
2021,1,6,22:00,UTC,0,0,8,-2.2,38110,5.3
2021,1,6,23:00,UTC,0,0,8,-2,38085,5.6
2021,1,7,00:00,UTC,0,0,8,-1.9,32926,5.8
2021,1,7,01:00,UTC,0,0,8,-1.8,35150,6.1
2021,1,7,02:00,UTC,0,0,8,-1.5,34467,5.8
2021,1,7,03:00,UTC,0,0,8,-1.4,37353,5.5
2021,1,7,04:00,UTC,0,0,8,-1.5,39831,5.8
2021,1,7,05:00,UTC,0,0,8,-1.7,20624,6
2021,1,7,06:00,UTC,0,0,8,-1.8,47523,5.4
2021,1,7,07:00,UTC,0,0,8,-1.9,12480,5.5
2021,1,7,08:00,UTC,0,0,7,-2.1,7124,5.7
2021,1,7,09:00,UTC,0.3,0.7,9,-2.2,2689,5.9
2021,1,7,10:00,UTC,-,-,-,-2.2,2698,6.3
2021,1,7,11:00,UTC,0.5,0.7,9,-2.4,931,5.1
2021,1,7,12:00,UTC,0.8,0.9,10,-2.4,1603,5.6
2021,1,7,13:00,UTC,0.2,0,10,-2.4,5939,6
2021,1,7,14:00,UTC,0,0,10,-2.5,16325,5.7
2021,1,7,15:00,UTC,0.1,0,11,-2.7,24084,6.3
2021,1,7,16:00,UTC,0,0,11,-2.8,34562,6.6
2021,1,7,17:00,UTC,0,0,11,-2.8,31458,6.1
2021,1,7,18:00,UTC,0,0,11,-2.8,19765,5.8
2021,1,7,19:00,UTC,0,0,11,-2.7,50256,6.6
2021,1,7,20:00,UTC,0,0,10,-2.8,44361,6.4
2021,1,7,21:00,UTC,0,0,10,-2.8,46457,6.7
2021,1,7,22:00,UTC,0,0,10,-2.8,47867,6.6
2021,1,7,23:00,UTC,0,0,10,-2.8,42836,6.1
2021,1,8,00:00,UTC,0,0,10,-2.9,43857,6.3
2021,1,8,01:00,UTC,0,0,10,-2.9,46275,6
2021,1,8,02:00,UTC,0,0,10,-3,46929,5.9
2021,1,8,03:00,UTC,0,0,10,-3,43924,5.4
2021,1,8,04:00,UTC,0,0,10,-3.1,38616,5.6
2021,1,8,05:00,UTC,0,0,10,-3.2,42460,5.4
2021,1,8,06:00,UTC,0,0,10,-3.1,42980,5.3
2021,1,8,07:00,UTC,0,0,10,-3.1,30673,5.4
2021,1,8,08:00,UTC,0,0,10,-3.2,31989,4.5
2021,1,8,09:00,UTC,0,0,10,-3.5,7725,4.7
2021,1,8,10:00,UTC,0,0,10,-3.6,21833,4.6
2021,1,8,11:00,UTC,0,0,10,-3.6,36238,4.8
2021,1,8,12:00,UTC,0,0,10,-4.1,40138,4.5
2021,1,8,13:00,UTC,0,0,-,-3.6,39983,4.9
2021,1,8,14:00,UTC,0,0,10,-3.7,42225,4.8
2021,1,8,15:00,UTC,0,0,10,-3.7,45342,4.4
2021,1,8,16:00,UTC,0,0,10,-3.7,41828,5.4
2021,1,8,17:00,UTC,0,0,10,-3.7,38485,4.4
2021,1,8,18:00,UTC,0,0,10,-3.8,36329,4.5
2021,1,8,19:00,UTC,0,0,10,-3.8,36148,3.9
2021,1,8,20:00,UTC,0,0,10,-3.9,37125,4.1
2021,1,8,21:00,UTC,0,0,10,-4,38819,3.8
2021,1,8,22:00,UTC,0,0,10,-4.7,45132,3.9
2021,1,8,23:00,UTC,0,0,10,-6.4,45605,3.1
2021,1,9,00:00,UTC,-,-,-,-6.8,24500,2.3
2021,1,9,01:00,UTC,0,0,10,-6.6,37589,2.2
2021,1,9,02:00,UTC,0,0,10,-7.4,36587,2.2
2021,1,9,03:00,UTC,0,0,10,-6,40235,1.7
2021,1,9,04:00,UTC,0,0,10,-5.2,40697,2.3
2021,1,9,05:00,UTC,0,0,10,-5.2,40623,2.7
2021,1,9,06:00,UTC,0,0,10,-5.5,45636,4.1
2021,1,9,07:00,UTC,0,0,10,-6.8,46937,2.8
2021,1,9,08:00,UTC,0,0,10,-7.7,40679,2
2021,1,9,09:00,UTC,0,0,10,-6.8,54338,3.2
2021,1,9,10:00,UTC,0,0,10,-7.1,53942,3.4
2021,1,9,11:00,UTC,0,0,10,-6.8,55141,3.2
2021,1,9,12:00,UTC,0,0,10,-7.6,55274,2.3
2021,1,9,13:00,UTC,0,0,10,-8.5,55508,1.6
2021,1,9,14:00,UTC,0,0,10,-8.5,45478,2.5
2021,1,9,15:00,UTC,0,0,10,-8.7,49420,2.5
2021,1,9,16:00,UTC,0,0,10,-8.9,40843,3
2021,1,9,17:00,UTC,0,0,10,-10.4,42334,2.3
2021,1,9,18:00,UTC,0,0,9,-12.4,38236,1.8
2021,1,9,19:00,UTC,0,0,9,-13,35814,1.8
2021,1,9,20:00,UTC,0,0,10,-13.8,20613,1.5
2021,1,9,21:00,UTC,0,0,9,-13.8,1645,3
2021,1,9,22:00,UTC,0,0,10,-13.4,28025,1.9
2021,1,9,23:00,UTC,0,0,10,-13,33694,1
2021,1,10,00:00,UTC,0,0,9,-14.5,33419,1
2021,1,10,01:00,UTC,0,0,10,-13.5,34446,1.9
2021,1,10,02:00,UTC,0,0,10,-12.1,35506,0.6
2021,1,10,03:00,UTC,0,0,10,-11.1,29413,0.9
2021,1,10,04:00,UTC,0,0,10,-10.4,15484,1
2021,1,10,05:00,UTC,0,0,10,-10,13789,1.6
2021,1,10,06:00,UTC,0,0,10,-9.6,16368,2
2021,1,10,07:00,UTC,0,0,10,-8.9,16355,2.5
2021,1,10,08:00,UTC,0,0,10,-7.6,21343,2.2
2021,1,10,09:00,UTC,0,0,10,-6.1,27742,2.2
2021,1,10,10:00,UTC,0,0,10,-3.8,35531,4.2
2021,1,10,11:00,UTC,0,0,10,-2.9,19496,4.5
2021,1,10,12:00,UTC,0,0,10,-2.5,20345,5
2021,1,10,13:00,UTC,0.1,0,10,-2.3,4272,5.4
2021,1,10,14:00,UTC,0.1,0,10,-2.3,8715,5.7
2021,1,10,15:00,UTC,0.2,0.5,10,-2.3,1733,5.8
2021,1,10,16:00,UTC,0.6,0.9,10,-2.2,2106,7.2
2021,1,10,17:00,UTC,0.3,0.5,11,-2,4302,7.2
2021,1,10,18:00,UTC,0.3,0.5,11,-1.6,4789,5.7
2021,1,10,19:00,UTC,0.3,0,12,-1.3,2548,6.3
2021,1,10,20:00,UTC,0.3,0,12,-0.7,25840,6.8
2021,1,10,21:00,UTC,0.7,0.2,13,-0.7,8539,5.2
2021,1,10,22:00,UTC,0.5,0.2,13,-0.2,20472,6.7
2021,1,10,23:00,UTC,0,0,13,-0.3,5049,6.5
2021,1,11,00:00,UTC,0.7,0.7,14,-0.4,2333,6.2
2021,1,11,01:00,UTC,1.4,2.2,15,-0.5,1048,7.3
2021,1,11,02:00,UTC,2,2.5,18,-0.6,1252,6.9
2021,1,11,03:00,UTC,1.3,1,20,-0.4,2313,6.7
2021,1,11,04:00,UTC,1,0,21,0,17619,6.9
2021,1,11,05:00,UTC,0.1,0,20,0.1,23518,6
2021,1,11,06:00,UTC,0,0,20,0.2,12053,5.6
2021,1,11,07:00,UTC,0.1,0,20,-0.1,6223,4.7
2021,1,11,08:00,UTC,0.1,0,21,0.1,39429,4.6
2021,1,11,09:00,UTC,0,0,21,0,38611,4.7
2021,1,11,10:00,UTC,0.4,0.2,21,-0.2,8437,3.8
2021,1,11,11:00,UTC,0.3,0.2,21,-0.5,7912,4.1
2021,1,11,12:00,UTC,0.2,0.5,21,-0.7,4048,4.1
2021,1,11,13:00,UTC,0.1,0,22,-0.7,8318,4.8
2021,1,11,14:00,UTC,0.3,0.6,22,-0.8,3070,3.7
2021,1,11,15:00,UTC,0.1,0,22,-0.8,4239,3.8
2021,1,11,16:00,UTC,0,0,22,-0.7,8054,3.6
2021,1,11,17:00,UTC,0,0,22,-0.6,13445,3.8
2021,1,11,18:00,UTC,0,0,22,-0.7,26455,4.9
2021,1,11,19:00,UTC,0,0,22,-0.8,38151,6.5
2021,1,11,20:00,UTC,0,0,21,-1.4,34583,7.3
2021,1,11,21:00,UTC,0,0,21,-1.9,24995,6.9
2021,1,11,22:00,UTC,0,0,21,-1.6,33592,6.5
2021,1,11,23:00,UTC,0,0,21,-1.8,27753,7.7
2021,1,12,00:00,UTC,0,0,21,-1.9,33433,9.2
2021,1,12,01:00,UTC,0,0,21,-1.9,29714,9.6
2021,1,12,02:00,UTC,0,0,21,-1.8,29549,9.6
2021,1,12,03:00,UTC,0,0,21,-1.9,28562,9.9
2021,1,12,04:00,UTC,0.2,0.5,21,-1.7,2638,8.8
2021,1,12,05:00,UTC,1.5,2,23,-1.8,1018,8.7
2021,1,12,06:00,UTC,1.6,1.5,25,-1.5,826,9.2
2021,1,12,07:00,UTC,1.8,2.7,27,-1.6,679,9.3
2021,1,12,08:00,UTC,1.5,1.4,29,-1.4,749,9.6
2021,1,12,09:00,UTC,2,1.8,32,-1.2,1041,9
2021,1,12,10:00,UTC,1.5,1.5,35,-1,950,8.9
2021,1,12,11:00,UTC,1.6,0.8,37,-0.9,1585,9.1
2021,1,12,12:00,UTC,1.2,1,39,-0.9,1349,10.5
2021,1,12,13:00,UTC,1,1.3,41,-0.9,874,9.7
2021,1,12,14:00,UTC,1.1,1.2,45,-0.9,864,8.6
2021,1,12,15:00,UTC,1.4,0.5,47,-0.6,7122,9.1
2021,1,12,16:00,UTC,0.1,0,48,-0.2,13648,8.4
2021,1,12,17:00,UTC,0.6,0.7,48,-0.7,1877,8.6
2021,1,12,18:00,UTC,1.5,1.4,51,-0.9,866,8.2
2021,1,12,19:00,UTC,1.6,1.5,54,-1.2,1248,7.8
2021,1,12,20:00,UTC,1.2,1,56,-1.3,2078,8
2021,1,12,21:00,UTC,1,1,57,-1.3,1495,7.3
2021,1,12,22:00,UTC,1,1.2,57,-1.2,2129,6.1
2021,1,12,23:00,UTC,1.3,1.9,58,-1.3,1239,7.1
2021,1,13,00:00,UTC,1.2,1,59,-1.4,2088,7.1
2021,1,13,01:00,UTC,1,1.1,58,-1.6,1839,7.2
2021,1,13,02:00,UTC,1.1,1.1,60,-2.1,2123,6.7
2021,1,13,03:00,UTC,1.2,0.8,60,-2.6,1932,6.5
2021,1,13,04:00,UTC,0.7,0,59,-2.8,3372,7.7
2021,1,13,05:00,UTC,0.6,0.5,58,-5.2,2039,8
2021,1,13,06:00,UTC,0.6,1.3,58,-6.9,2601,8.7
2021,1,13,07:00,UTC,0.2,0,58,-7.1,2124,8.8
2021,1,13,08:00,UTC,0.5,0.2,57,-7.3,3129,7.4
2021,1,13,09:00,UTC,0.2,0,56,-7.7,4355,8.8
2021,1,13,10:00,UTC,0.2,0.6,57,-7.4,2756,9.7
2021,1,13,11:00,UTC,0.1,0,57,-8.6,2858,9.1
2021,1,13,12:00,UTC,0.1,0,56,-8.9,6636,8.1
2021,1,13,13:00,UTC,0,0,56,-9,8664,8.1
2021,1,13,14:00,UTC,0,0,56,-9.1,20730,7.7
2021,1,13,15:00,UTC,0,0,55,-9.1,12802,7.8
2021,1,13,16:00,UTC,0,0,55,-9,3692,7.6
2021,1,13,17:00,UTC,0.1,0,55,-8.9,16488,7.7
2021,1,13,18:00,UTC,0,0,55,-8.9,17260,8
2021,1,13,19:00,UTC,0,0,55,-8.8,18897,7.2
2021,1,13,20:00,UTC,0,0,56,-8.9,19401,7.1
2021,1,13,21:00,UTC,0,0,55,-8.8,8566,6.1
2021,1,13,22:00,UTC,0,0,55,-8.6,13496,7.2
2021,1,13,23:00,UTC,0,0,54,-9.8,29781,5.7
2021,1,14,00:00,UTC,0,0,54,-9.8,30550,5.9
2021,1,14,01:00,UTC,0,0,54,-10.5,37259,6
2021,1,14,02:00,UTC,0,0,54,-11,34636,6.1
2021,1,14,03:00,UTC,0,0,54,-11.9,29216,5.8
2021,1,14,04:00,UTC,0,0,53,-12.3,28685,4.9
2021,1,14,05:00,UTC,0,0,53,-12.8,31672,4.6
2021,1,14,06:00,UTC,0,0,53,-13.1,42498,4.2
2021,1,14,07:00,UTC,0,0,53,-13.1,35923,4.1
2021,1,14,08:00,UTC,0,0,53,-13.3,38340,3.8
2021,1,14,09:00,UTC,0,0,53,-13.7,42971,5.4
2021,1,14,10:00,UTC,0,0,53,-14.4,22417,4.9
2021,1,14,11:00,UTC,0,0,52,-15.1,9366,4.6
2021,1,14,12:00,UTC,0,0,52,-15.4,46061,4.8
2021,1,14,13:00,UTC,0,0,52,-16.2,46221,4.9
2021,1,14,14:00,UTC,0,0,52,-17.3,50099,4.9
2021,1,14,15:00,UTC,0,0,52,-18.4,39554,5.8
2021,1,14,16:00,UTC,0,0,51,-19.4,44174,4.7
2021,1,14,17:00,UTC,0,0,51,-20,47427,4.8
2021,1,14,18:00,UTC,0,0,51,-20.5,52732,5
2021,1,14,19:00,UTC,0,0,51,-20.9,53982,4.4
2021,1,14,20:00,UTC,0,0,51,-21.1,54760,4
2021,1,14,21:00,UTC,0,0,51,-21.6,54621,3.2
2021,1,14,22:00,UTC,0,0,51,-21.5,56554,4.1
2021,1,14,23:00,UTC,0,0,51,-21.6,59161,3.4
2021,1,15,00:00,UTC,0,0,51,-21.9,58639,4.6
2021,1,15,01:00,UTC,0,0,50,-22,58155,5.3
2021,1,15,02:00,UTC,0,0,50,-22.3,58407,5.6
2021,1,15,03:00,UTC,0,0,50,-22.3,52491,4.7
2021,1,15,04:00,UTC,0,0,50,-22.7,53007,4.6
2021,1,15,05:00,UTC,0,0,50,-22.7,51721,4
2021,1,15,06:00,UTC,0,0,50,-22.7,52701,4.7
2021,1,15,07:00,UTC,0,0,50,-22.8,51136,3.6
2021,1,15,08:00,UTC,0,0,50,-22.7,47625,4.4
2021,1,15,09:00,UTC,0,0,50,-22,46750,3.4
2021,1,15,10:00,UTC,0,0,50,-20.9,49686,3.3
2021,1,15,11:00,UTC,0,0,50,-20.1,52823,3.2
2021,1,15,12:00,UTC,0,0,50,-19.1,31959,3.9
2021,1,15,13:00,UTC,0,0,50,-18.6,30046,3.6
2021,1,15,14:00,UTC,0,0,50,-18.4,22439,3.2
2021,1,15,15:00,UTC,0,0,50,-18.1,52975,3.9
2021,1,15,16:00,UTC,0,0,50,-17.6,50008,3.5
2021,1,15,17:00,UTC,0,0,50,-17.1,25500,2.5
2021,1,15,18:00,UTC,0,0,49,-16.3,10074,1.8
2021,1,15,19:00,UTC,0,0,49,-15.5,31520,2.2
2021,1,15,20:00,UTC,0.1,0.5,49,-14.8,3238,2.4
2021,1,15,21:00,UTC,0.2,0.5,48,-14.6,4281,2.1
2021,1,15,22:00,UTC,0.1,0,48,-14,7138,3
2021,1,15,23:00,UTC,0.1,0,50,-13.4,15293,2.6
2021,1,16,00:00,UTC,0.2,0,49,-12.9,13625,1.7
2021,1,16,01:00,UTC,0.1,0,49,-12.6,3518,3.1
2021,1,16,02:00,UTC,0.1,0,50,-13.7,13691,5.5
2021,1,16,03:00,UTC,0,0,50,-15.2,51230,4
2021,1,16,04:00,UTC,0,0,50,-16.4,50752,3.3
2021,1,16,05:00,UTC,0,0,50,-16.8,46103,3.2
2021,1,16,06:00,UTC,0,0,50,-18,42191,3.2
2021,1,16,07:00,UTC,0,0,50,-18.3,41030,3.5
2021,1,16,08:00,UTC,0,0,49,-18.8,40309,3.1
2021,1,16,09:00,UTC,0,0,49,-18.5,35757,2.2
2021,1,16,10:00,UTC,0,0,49,-17.6,36943,1.9
2021,1,16,11:00,UTC,0,0,49,-16.9,36705,2
2021,1,16,12:00,UTC,0,0,49,-16.5,39273,2.5
2021,1,16,13:00,UTC,0,0,49,-16.7,41671,1.7
2021,1,16,14:00,UTC,0,0,49,-19.8,29039,1.8
2021,1,16,15:00,UTC,0,0,48,-21.1,30061,2.6
2021,1,16,16:00,UTC,0,0,48,-21.6,28178,0.8
2021,1,16,17:00,UTC,0,0,48,-23.9,24611,1.1
2021,1,16,18:00,UTC,0,0,48,-20.4,32275,2.2
2021,1,16,19:00,UTC,0,0,48,-22.9,29447,2.1
2021,1,16,20:00,UTC,0,0,48,-22.8,29042,1.2
2021,1,16,21:00,UTC,0,0,48,-23.9,26599,1
2021,1,16,22:00,UTC,0,0,48,-22.9,35051,0.8
2021,1,16,23:00,UTC,0,0,48,-23.7,30854,1.8
2021,1,17,00:00,UTC,0,0,48,-24.2,33235,1.1
2021,1,17,01:00,UTC,0,0,48,-24,35624,0.7
2021,1,17,02:00,UTC,0,0,48,-22.5,33326,2.6
2021,1,17,03:00,UTC,0,0,48,-16.8,4524,2.8
2021,1,17,04:00,UTC,0,0,48,-15.7,2874,2.7
2021,1,17,05:00,UTC,0,0,48,-15.7,4587,2.4
2021,1,17,06:00,UTC,0,0,48,-15.3,5489,2.3
2021,1,17,07:00,UTC,0,0,48,-14.7,2217,1.6
2021,1,17,08:00,UTC,0,0,48,-13.9,2659,1.7
2021,1,17,09:00,UTC,0,0,49,-12.6,2609,1.5
2021,1,17,10:00,UTC,0,0,49,-11.4,27593,2.4
2021,1,17,11:00,UTC,0,0,48,-10.2,21681,2.2
2021,1,17,12:00,UTC,0,0,48,-9.9,22324,2
2021,1,17,13:00,UTC,0,0,48,-8.8,33007,1.6
2021,1,17,14:00,UTC,0,0,48,-9.4,15830,1.9
2021,1,17,15:00,UTC,0,0,48,-8,4957,1.5
2021,1,17,16:00,UTC,0,0,48,-9.1,30654,2.1
2021,1,17,17:00,UTC,0,0,48,-10,23054,1.6
2021,1,17,18:00,UTC,0,0,48,-10.4,27671,0.5
2021,1,17,19:00,UTC,0,0,48,-10.5,25014,1.1
2021,1,17,20:00,UTC,0,0,48,-10.6,24347,0.4
2021,1,17,21:00,UTC,0,0,48,-10.6,34271,1.6
2021,1,17,22:00,UTC,0,0,47,-12.3,3616,1.1
2021,1,17,23:00,UTC,0,0,48,-11.8,14475,1.3
2021,1,18,00:00,UTC,0,0,47,-15.8,1761,1.1
2021,1,18,01:00,UTC,0,0,48,-16.4,45858,0.7
2021,1,18,02:00,UTC,0,0,48,-14.7,248,0.8
2021,1,18,03:00,UTC,0,0,48,-14.2,364,1.1
2021,1,18,04:00,UTC,0,0,48,-13.7,194,0.8
2021,1,18,05:00,UTC,0,0,47,-12.9,5235,0.8
2021,1,18,06:00,UTC,0,0,47,-15.5,18584,0.6
2021,1,18,07:00,UTC,0,0,47,-13.8,32435,1.9
2021,1,18,08:00,UTC,0,0,47,-10.8,14939,1.5
