Vuosi,Kk,Pv,Klo,Aikavyöhyke,Sademäärä (mm),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Näkyvyys (m),Tuulen nopeus (m/s)
2020,1,2,17:00,UTC,0,0,0,4.6,10670,7.8
2020,1,2,18:00,UTC,0,0,0,4.6,9730,7.9
2020,1,2,19:00,UTC,0,0,0,5,9630,7.3
2020,1,2,20:00,UTC,0,0,0,5.2,11700,7.1
2020,1,2,21:00,UTC,0,0,0,4.9,14590,8.8
2020,1,2,22:00,UTC,0,0,0,5,17370,8.5
2020,1,2,23:00,UTC,0,0,0,5,15350,9.2
2020,1,3,00:00,UTC,0,0,0,5,14870,9.5
2020,1,3,01:00,UTC,0,0,0,5,16500,8
2020,1,3,02:00,UTC,0,0,0,4.8,15260,8.7
2020,1,3,03:00,UTC,0,0,0,4.8,14990,10.6
2020,1,3,04:00,UTC,0,0,0,4.9,15700,9.1
2020,1,3,05:00,UTC,0,0,0,4.9,15120,9.2
2020,1,3,06:00,UTC,0,0,0,4.8,15620,10.2
2020,1,3,07:00,UTC,0,0,0,4.7,16270,11.3
2020,1,3,08:00,UTC,0,0,0,4.6,14230,11.4
2020,1,3,09:00,UTC,0,0,0,4.6,10890,11.1
2020,1,3,10:00,UTC,0,0,0,4.5,17710,11.2
2020,1,3,11:00,UTC,0.1,0.3,0,4.3,9230,12
2020,1,3,12:00,UTC,0,0,0,4.4,18480,10.2
2020,1,3,13:00,UTC,0.1,0.3,0,4.6,6440,12.3
2020,1,3,14:00,UTC,0.3,0.3,0,5,6690,11
2020,1,3,15:00,UTC,0.2,0,0,5.2,7320,8.9
2020,1,3,16:00,UTC,0.1,0,0,5.5,17200,8.6
2020,1,3,17:00,UTC,0.6,0.3,0,5.3,26400,5.8
2020,1,3,18:00,UTC,0,0,0,4.6,49690,6.5
2020,1,3,19:00,UTC,0,0,0,4.4,50000,7.9
2020,1,3,20:00,UTC,0,0,0,3.8,50000,6.2
2020,1,3,21:00,UTC,0,0,0,3,50000,7.7
2020,1,3,22:00,UTC,0,0,0,1.9,50000,6.3
2020,1,3,23:00,UTC,0,0,0,1.1,50000,5.4
2020,1,4,00:00,UTC,0,0,0,1,50000,4.7
2020,1,4,01:00,UTC,0,0,0,2.8,50000,7
2020,1,4,02:00,UTC,0,0,0,3,44220,5.9
2020,1,4,03:00,UTC,0.3,0,0,2.3,42210,5.6
2020,1,4,04:00,UTC,0,0,0,2.3,43750,6
2020,1,4,05:00,UTC,0,0,0,2.3,47790,6
2020,1,4,06:00,UTC,0,0,0,1.6,50000,5.3
2020,1,4,07:00,UTC,0,0,0,1.2,50000,5.9
2020,1,4,08:00,UTC,0,0,0,1,50000,5.7
2020,1,4,09:00,UTC,0,0,0,1.4,50000,7.2
2020,1,4,10:00,UTC,0,0,0,1.6,50000,7.2
2020,1,4,11:00,UTC,0,0,0,1.9,50000,7.1
2020,1,4,12:00,UTC,0,0,0,2.4,50000,5.7
2020,1,4,13:00,UTC,0,0,0,2.7,50000,7.8
2020,1,4,14:00,UTC,0,0,0,2.3,36420,5.5
2020,1,4,15:00,UTC,0,0,0,2.4,50000,7.1
2020,1,4,16:00,UTC,0,0,0,2,50000,6.9
2020,1,4,17:00,UTC,0,0,0,2.1,50000,5.8
2020,1,4,18:00,UTC,0,0,0,1.8,50000,5.7
2020,1,4,19:00,UTC,0,0,0,1.6,50000,6.3
2020,1,4,20:00,UTC,0,0,0,1.2,50000,6.7
2020,1,4,21:00,UTC,0,0,0,0.7,50000,4.8
2020,1,4,22:00,UTC,0,0,0,0.1,50000,6
2020,1,4,23:00,UTC,0,0,0,-0.3,50000,5.6
2020,1,5,00:00,UTC,0,0,0,-0.5,50000,6.3
2020,1,5,01:00,UTC,0,0,0,-1,50000,5.6
2020,1,5,02:00,UTC,0,0,0,-0.6,50000,5.7
2020,1,5,03:00,UTC,0,0,0,0,50000,6.1
2020,1,5,04:00,UTC,0,0,0,0,50000,5.9
2020,1,5,05:00,UTC,0,0,0,-0.3,50000,6.6
2020,1,5,06:00,UTC,0,0,0,-0.5,50000,7
2020,1,5,07:00,UTC,0,0,0,-0.9,50000,5.2
2020,1,5,08:00,UTC,0,0,0,-1.8,50000,5.7
2020,1,5,09:00,UTC,0,0,0,-1.9,49250,3.7
2020,1,5,10:00,UTC,0,0,0,-2.1,47500,5
2020,1,5,11:00,UTC,0,0,0,-2.3,50000,2.9
2020,1,5,12:00,UTC,0,0,0,-2.3,50000,3
2020,1,5,13:00,UTC,0,0,0,-3.1,50000,3
2020,1,5,14:00,UTC,0,0,0,-4.2,44990,2.7
2020,1,5,15:00,UTC,0,0,0,-4.8,29960,1.1
2020,1,5,16:00,UTC,0,0,0,-4.5,39210,1.8
2020,1,5,17:00,UTC,0,0,0,-3.8,41850,3.7
2020,1,5,18:00,UTC,0,0,0,-3.2,50000,2.8
2020,1,5,19:00,UTC,0,0,0,-0.9,50000,4.2
2020,1,5,20:00,UTC,0,0,0,0.4,50000,4.7
2020,1,5,21:00,UTC,0,0,0,0.7,40970,5.1
2020,1,5,22:00,UTC,0.3,0.8,0,-0.3,840,8.7
2020,1,5,23:00,UTC,1.4,1.1,3,0.1,1090,9
2020,1,6,00:00,UTC,0.6,1,4,0.4,1960,9.1
2020,1,6,01:00,UTC,0.4,0.2,5,0.6,4150,7.7
2020,1,6,02:00,UTC,0.9,1.1,5,0.9,4500,7.6
2020,1,6,03:00,UTC,0.9,0,5,1.5,5440,6.2
2020,1,6,04:00,UTC,0.1,0,5,1.6,48480,4
2020,1,6,05:00,UTC,0,0,5,1.3,37910,3.9
2020,1,6,06:00,UTC,0,0,5,1.1,24910,3.7
2020,1,6,07:00,UTC,0,0,4,1.2,14260,4.2
2020,1,6,08:00,UTC,0,0,4,1.1,9660,3.8
2020,1,6,09:00,UTC,0,0,4,1.2,8570,3.9
2020,1,6,10:00,UTC,0,0,4,1.2,8630,4.2
2020,1,6,11:00,UTC,0,0,3,1.2,9470,3
2020,1,6,12:00,UTC,0,0,3,1.1,10820,4.1
2020,1,6,13:00,UTC,0,0,3,1,6290,3.9
2020,1,6,14:00,UTC,0,0,3,0.9,8380,2.9
2020,1,6,15:00,UTC,0,0,2,0.7,2470,4.1
2020,1,6,16:00,UTC,0,0,2,1,790,4.7
2020,1,6,17:00,UTC,0,0,2,1.6,490,1.5
2020,1,6,18:00,UTC,0,0,0,2.5,2820,4.6
2020,1,6,19:00,UTC,0,0,0,2.8,3100,4.8
2020,1,6,20:00,UTC,0.1,0,0,3.5,5340,5.8
2020,1,6,21:00,UTC,0.2,0,0,3.6,4680,4.9
2020,1,6,22:00,UTC,0.1,0,0,3.9,6560,6.5
2020,1,6,23:00,UTC,0.2,0.5,0,4,2700,5.1
2020,1,7,00:00,UTC,0.1,0,0,4,10090,4.8
2020,1,7,01:00,UTC,0.1,0.3,0,4.1,7430,6.3
2020,1,7,02:00,UTC,0.2,0.2,0,4,2580,5.8
2020,1,7,03:00,UTC,0.2,0,0,4,2750,6.4
2020,1,7,04:00,UTC,0.1,0,0,4,6040,6.3
2020,1,7,05:00,UTC,0.1,0,0,4.1,2370,6.8
2020,1,7,06:00,UTC,0.1,0,0,4.1,1820,7.8
2020,1,7,07:00,UTC,0.2,0.3,0,4.4,2140,7.4
2020,1,7,08:00,UTC,0.2,0.2,0,4.5,2590,5.4
2020,1,7,09:00,UTC,0.1,0,0,4.7,12630,5.8
2020,1,7,10:00,UTC,0,0,0,5.1,27760,5.3
2020,1,7,11:00,UTC,0,0,0,5.4,50000,6.1
2020,1,7,12:00,UTC,0,0,0,5.5,31450,6.2
2020,1,7,13:00,UTC,0,0,0,5.2,46320,6.2
2020,1,7,14:00,UTC,0,0,0,5,10690,7.3
2020,1,7,15:00,UTC,0.2,0.4,0,4.6,7810,7.7
2020,1,7,16:00,UTC,0.3,0.4,0,4.4,4560,5.7
2020,1,7,17:00,UTC,0.6,0,0,4.3,10260,8.4
2020,1,7,18:00,UTC,0.3,0.5,0,4.2,8400,6.9
2020,1,7,19:00,UTC,0.1,0,0,4.5,6280,6.7
2020,1,7,20:00,UTC,0.1,0,0,4.8,16630,8.7
2020,1,7,21:00,UTC,0,0,0,4.8,13630,8.9
2020,1,7,22:00,UTC,0,0,0,4.5,11610,7
2020,1,7,23:00,UTC,0,0,0,4.3,14620,9.9
2020,1,8,00:00,UTC,0,0,0,4.3,16350,10.2
2020,1,8,01:00,UTC,0,0,0,4.5,19060,9.4
2020,1,8,02:00,UTC,0,0,0,4.6,13070,10.7
2020,1,8,03:00,UTC,0,0,0,4.7,17490,11.9
2020,1,8,04:00,UTC,0,0,0,4.8,15560,10.4
2020,1,8,05:00,UTC,0.5,0.7,0,4.7,7620,10.6
2020,1,8,06:00,UTC,0,0,0,4.9,10820,11.5
2020,1,8,07:00,UTC,0.1,0.4,0,4.9,8760,10.9
2020,1,8,08:00,UTC,0.4,0.8,0,4.6,2580,12.7
2020,1,8,09:00,UTC,1.5,0.5,0,4.7,8760,10.5
2020,1,8,10:00,UTC,0.3,0.5,0,5.1,5360,12.6
2020,1,8,11:00,UTC,0.2,0,0,5.3,4400,10.3
2020,1,8,12:00,UTC,0.1,0,0,5.6,8380,10.3
2020,1,8,13:00,UTC,0,0,0,5.9,4530,9.7
2020,1,8,14:00,UTC,0.3,0.5,0,6.1,4010,11.1
2020,1,8,15:00,UTC,0.1,0,0,6.4,10520,12.2
2020,1,8,16:00,UTC,0,0,0,6.5,14130,9.2
2020,1,8,17:00,UTC,0,0,0,6.8,18190,6.7
2020,1,8,18:00,UTC,0,0,0,7.1,23750,8.5
2020,1,8,19:00,UTC,0,0,0,6.9,34860,6.3
2020,1,8,20:00,UTC,0,0,0,5.5,48880,4.9
2020,1,8,21:00,UTC,0,0,0,4.8,42170,5.4
2020,1,8,22:00,UTC,0,0,0,4.3,50000,5.3
2020,1,8,23:00,UTC,0,0,0,4,41310,5.6
2020,1,9,00:00,UTC,0,0,0,3.2,37130,4.7
2020,1,9,01:00,UTC,0,0,0,2.7,42630,5.8
2020,1,9,02:00,UTC,0,0,0,2.3,37510,5.2
2020,1,9,03:00,UTC,0,0,0,2.3,31840,5.3
2020,1,9,04:00,UTC,0,0,0,2.2,33220,5.3
2020,1,9,05:00,UTC,0,0,0,2.7,29830,7.7
2020,1,9,06:00,UTC,0,0,0,2.5,29030,7.1
2020,1,9,07:00,UTC,0,0,0,2.2,34120,6.4
2020,1,9,08:00,UTC,0,0,0,2.7,37030,7.4
2020,1,9,09:00,UTC,0,0,0,3.1,38170,6.8
2020,1,9,10:00,UTC,0,0,0,3.6,41990,6.8
2020,1,9,11:00,UTC,0,0,0,3.5,39290,6.1
2020,1,9,12:00,UTC,0,0,0,3.6,49970,6.5
2020,1,9,13:00,UTC,0,0,0,3.2,48320,5.2
2020,1,9,14:00,UTC,0,0,0,2.7,50000,5.6
2020,1,9,15:00,UTC,0,0,0,2.1,50000,5
2020,1,9,16:00,UTC,0,0,0,1.5,47830,5.1
2020,1,9,17:00,UTC,0,0,0,0.6,50000,4.4
2020,1,9,18:00,UTC,0,0,0,0.5,45520,4.8
2020,1,9,19:00,UTC,0,0,0,-0.4,45120,4.2
2020,1,9,20:00,UTC,0,0,0,0,46130,3.8
2020,1,9,21:00,UTC,0,0,0,-0.3,40730,3.7
2020,1,9,22:00,UTC,0,0,0,-0.9,39160,4.3
2020,1,9,23:00,UTC,0,0,0,-1.1,30810,3.8
2020,1,10,00:00,UTC,0,0,0,-1.4,31510,3.8
2020,1,10,01:00,UTC,0,0,0,-1.7,23540,2.4
2020,1,10,02:00,UTC,0,0,0,-2.2,18830,2.6
2020,1,10,03:00,UTC,0,0,0,-2.1,19680,3.4
2020,1,10,04:00,UTC,0,0,0,-2.6,17420,2.4
2020,1,10,05:00,UTC,0,0,0,-2.3,17380,2.6
2020,1,10,06:00,UTC,0,0,0,-2.4,16760,1
2020,1,10,07:00,UTC,0,0,0,-1.8,17120,1.3
2020,1,10,08:00,UTC,0,0,0,-1.8,17180,1.7
2020,1,10,09:00,UTC,0,0,0,-1.7,16740,2.3
2020,1,10,10:00,UTC,0,0,0,-0.5,16990,1.7
2020,1,10,11:00,UTC,0,0,0,0.2,17480,1.2
2020,1,10,12:00,UTC,0,0,0,0.6,16790,3.4
2020,1,10,13:00,UTC,0,0,0,0,15790,2.3
2020,1,10,14:00,UTC,0,0,0,-1,14320,2.5
2020,1,10,15:00,UTC,0,0,0,-1.9,12750,1.6
2020,1,10,16:00,UTC,0,0,0,-2.7,11280,2.7
2020,1,10,17:00,UTC,0,0,0,-3.3,11070,1.9
2020,1,10,18:00,UTC,0,0,0,-3.1,11170,1.4
2020,1,10,19:00,UTC,0,0,0,-3.6,11970,2.7
2020,1,10,20:00,UTC,0,0,0,-3.6,12410,2.5
2020,1,10,21:00,UTC,0,0,0,-4,12110,2.8
2020,1,10,22:00,UTC,0,0,0,-4.3,13250,3.4
2020,1,10,23:00,UTC,0,0,0,-4.6,14420,3.1
2020,1,11,00:00,UTC,0,0,0,-4.7,14420,4.1
2020,1,11,01:00,UTC,0,0,0,-3.5,19550,4.5
2020,1,11,02:00,UTC,0,0,0,-2.9,21250,5
2020,1,11,03:00,UTC,0,0,0,-3.3,22320,5.1
2020,1,11,04:00,UTC,0,0,0,-3.1,21180,5.1
2020,1,11,05:00,UTC,0,0,0,-3,21440,4.4
2020,1,11,06:00,UTC,0,0,0,-3.1,19940,4.6
2020,1,11,07:00,UTC,0,0,0,-2.6,17780,4
2020,1,11,08:00,UTC,0,0,0,-2,15510,4.8
2020,1,11,09:00,UTC,0,0,0,-0.3,16870,5.3
2020,1,11,10:00,UTC,0,0,0,0.4,16680,5
2020,1,11,11:00,UTC,0,0,0,1.6,26580,6.2
2020,1,11,12:00,UTC,0,0,0,1.9,30310,4.5
2020,1,11,13:00,UTC,0,0,0,2,31310,5.2
2020,1,11,14:00,UTC,0.1,0.7,0,2.8,23360,6.2
2020,1,11,15:00,UTC,0.2,0,0,3.4,23950,9.4
2020,1,11,16:00,UTC,0,0,0,3.2,24500,9.2
2020,1,11,17:00,UTC,0,0,0,3,23730,10.7
2020,1,11,18:00,UTC,0.1,0,0,3,21750,10.4
2020,1,11,19:00,UTC,0,0,0,3.3,17720,11.6
2020,1,11,20:00,UTC,0.5,0.8,0,2.8,7850,13.6
2020,1,11,21:00,UTC,0.6,0.3,0,3,12980,11.8
2020,1,11,22:00,UTC,0.6,0.6,0,3.4,8330,12.9
2020,1,11,23:00,UTC,1,0.7,0,3.9,10550,11
2020,1,12,00:00,UTC,1.2,1.6,0,4.4,6310,11.5
2020,1,12,01:00,UTC,2.7,1.3,0,4.6,9530,12.8
2020,1,12,02:00,UTC,0.7,0.5,0,4.7,9890,10.3
2020,1,12,03:00,UTC,1,1.6,0,4.8,7840,10
2020,1,12,04:00,UTC,1.3,1,0,5,13380,10
2020,1,12,05:00,UTC,0.4,0.3,0,4.9,5340,8.4
2020,1,12,06:00,UTC,0.2,0.2,0,5,6340,8.1
2020,1,12,07:00,UTC,0.4,0.5,0,5.2,14270,7
2020,1,12,08:00,UTC,0,0,0,5.3,7440,6.1
2020,1,12,09:00,UTC,0,0,0,5.7,50000,6.2
2020,1,12,10:00,UTC,0,0,0,5.9,50000,6.7
2020,1,12,11:00,UTC,0,0,0,6,45440,6.2
2020,1,12,12:00,UTC,0,0,0,5.9,49680,6.1
2020,1,12,13:00,UTC,0,0,0,6,50000,6.8
2020,1,12,14:00,UTC,0,0,0,5.6,50000,5
2020,1,12,15:00,UTC,0,0,0,5.7,34820,4.6
2020,1,12,16:00,UTC,0,0,0,5.4,46680,4
2020,1,12,17:00,UTC,0,0,0,5.6,50000,4.7
2020,1,12,18:00,UTC,0,0,0,5.4,45850,5.2
2020,1,12,19:00,UTC,0,0,0,4.8,41060,5.7
2020,1,12,20:00,UTC,0,0,0,4.4,49780,6.5
2020,1,12,21:00,UTC,0,0,0,4.3,50000,6.1
2020,1,12,22:00,UTC,0,0,0,4,50000,6.1
2020,1,12,23:00,UTC,0,0,0,2.5,50000,4.7
2020,1,13,00:00,UTC,0,0,0,2.3,50000,5.2
2020,1,13,01:00,UTC,0,0,0,1.7,50000,3.9
2020,1,13,02:00,UTC,0,0,0,0.7,50000,2.5
2020,1,13,03:00,UTC,0,0,0,0.2,50000,4.1
2020,1,13,04:00,UTC,0,0,0,0.6,49660,5.4
2020,1,13,05:00,UTC,0,0,0,1,50000,5.7
2020,1,13,06:00,UTC,0,0,0,1.3,50000,5.5
2020,1,13,07:00,UTC,0,0,0,1.6,39500,5.8
2020,1,13,08:00,UTC,0,0,0,2.1,31080,5.2
2020,1,13,09:00,UTC,0.1,0,0,1.8,34430,6.4
2020,1,13,10:00,UTC,0,0,0,1.9,39590,5.6
2020,1,13,11:00,UTC,0,0,0,2,36710,6.2
2020,1,13,12:00,UTC,0,0,0,1.7,31470,6
2020,1,13,13:00,UTC,0,0,0,1.4,35530,5.7
2020,1,13,14:00,UTC,0,0,0,1.2,31330,3.5
2020,1,13,15:00,UTC,0,0,0,1.6,25270,4.3
2020,1,13,16:00,UTC,0,0,0,1.6,27480,5.5
2020,1,13,17:00,UTC,0,0,0,1.9,30210,6.6
2020,1,13,18:00,UTC,0,0,0,1.7,30990,5.4
2020,1,13,19:00,UTC,0,0,0,2,37200,5.6
2020,1,13,20:00,UTC,0,0,0,1.7,37130,5.1
2020,1,13,21:00,UTC,0,0,0,2.1,40450,5.8
2020,1,13,22:00,UTC,0,0,0,2.3,45260,7.4
2020,1,13,23:00,UTC,0,0,0,2.1,38450,6.3
2020,1,14,00:00,UTC,0,0,0,1.9,41090,5.5
2020,1,14,01:00,UTC,0,0,0,2.6,38270,5.6
2020,1,14,02:00,UTC,0,0,0,3.2,42390,6.6
2020,1,14,03:00,UTC,0,0,0,3,41110,6
2020,1,14,04:00,UTC,0,0,0,2.8,46050,5.3
2020,1,14,05:00,UTC,0,0,0,1.8,37390,4.8
2020,1,14,06:00,UTC,0,0,0,3.2,33390,5.9
2020,1,14,07:00,UTC,0,0,0,3.6,40230,5.3
2020,1,14,08:00,UTC,0,0,0,3.8,29570,5
2020,1,14,09:00,UTC,0,0,0,3.9,25260,7.3
2020,1,14,10:00,UTC,0,0,0,3.9,30240,7.9
2020,1,14,11:00,UTC,0,0,0,3.7,27330,8.9
2020,1,14,12:00,UTC,0,0,0,3.8,28190,7.3
2020,1,14,13:00,UTC,0,0,0,4,34500,7.2
2020,1,14,14:00,UTC,0,0,0,4,37510,7.2
2020,1,14,15:00,UTC,0,0,0,3.9,49140,8.1
2020,1,14,16:00,UTC,0,0,0,3.4,44380,9.4
2020,1,14,17:00,UTC,0,0,0,3.4,30530,11.9
2020,1,14,18:00,UTC,1.3,1.4,0,3.2,7520,8.7
2020,1,14,19:00,UTC,2.1,2,0,3.2,7790,9.9
2020,1,14,20:00,UTC,0.9,0.7,0,2.9,8370,9.9
2020,1,14,21:00,UTC,0.2,0.4,0,3.4,5350,10.2
2020,1,14,22:00,UTC,0.2,0,0,4.2,8040,9.4
2020,1,14,23:00,UTC,0.1,0,0,4.6,15730,7.9
2020,1,15,00:00,UTC,0,0,0,5.2,23760,7.1
2020,1,15,01:00,UTC,0,0,0,5.3,22850,7.7
2020,1,15,02:00,UTC,0,0,0,5.3,21300,6.9
2020,1,15,03:00,UTC,0,0,0,5.1,18150,8.8
2020,1,15,04:00,UTC,0,0,0,5.1,18090,8.6
2020,1,15,05:00,UTC,0.2,0.4,0,4.8,13960,7
2020,1,15,06:00,UTC,0.7,2,0,5,6720,7.8
2020,1,15,07:00,UTC,2.2,3.1,0,5.1,4250,8.2
2020,1,15,08:00,UTC,2.2,2.3,0,5.3,3230,10.3
2020,1,15,09:00,UTC,1.6,1.4,0,5.4,3960,10.7
2020,1,15,10:00,UTC,1.1,0.3,0,6.1,11590,12.5
2020,1,15,11:00,UTC,0,0,0,6.7,16060,9.4
2020,1,15,12:00,UTC,0,0,0,7.2,18990,9.6
2020,1,15,13:00,UTC,0.4,1.3,0,7,7720,10.9
2020,1,15,14:00,UTC,0.7,2.3,0,7,5910,8.2
2020,1,15,15:00,UTC,1,0.5,0,6.9,3610,9.9
2020,1,15,16:00,UTC,0.1,0,0,6.8,17380,9
2020,1,15,17:00,UTC,0,0,0,6.7,20210,6.5
2020,1,15,18:00,UTC,0,0,0,6.3,22520,8.4
2020,1,15,19:00,UTC,0,0,0,6,30450,6
2020,1,15,20:00,UTC,0,0,0,6,36990,5.2
2020,1,15,21:00,UTC,0,0,0,5.4,29230,4.2
2020,1,15,22:00,UTC,0,0,0,5.4,31030,4.9
2020,1,15,23:00,UTC,0,0,0,5.6,30140,5.9
2020,1,16,00:00,UTC,0,0,0,5.7,31200,4.4
2020,1,16,01:00,UTC,0,0,0,5.6,50000,5.8
2020,1,16,02:00,UTC,0,0,0,5.3,50000,6.3
2020,1,16,03:00,UTC,0,0,0,4.8,50000,6.2
2020,1,16,04:00,UTC,0,0,0,4.4,50000,7.2
2020,1,16,05:00,UTC,0,0,0,4.1,50000,6.1
2020,1,16,06:00,UTC,0,0,0,4,50000,5.9
2020,1,16,07:00,UTC,0,0,0,4.4,50000,6.2
2020,1,16,08:00,UTC,0,0,0,5.2,43930,5.7
2020,1,16,09:00,UTC,0,0,0,5.4,42780,4.1
2020,1,16,10:00,UTC,0,0,0,5.6,19740,4.8
2020,1,16,11:00,UTC,0,0,0,5.7,21680,5
2020,1,16,12:00,UTC,0,0,0,6.2,21380,5.7
2020,1,16,13:00,UTC,0,0,0,6,18220,4.5
2020,1,16,14:00,UTC,0,0,0,5.7,17610,5.8
2020,1,16,15:00,UTC,0,0,0,5.3,17450,6
2020,1,16,16:00,UTC,0,0,0,5.2,15200,5.4
2020,1,16,17:00,UTC,0,0,0,4.9,14820,5.9
2020,1,16,18:00,UTC,0,0,0,4.8,15410,5.6
2020,1,16,19:00,UTC,0,0,0,4.9,16700,5.1
2020,1,16,20:00,UTC,0,0,0,4.5,16650,6.4
2020,1,16,21:00,UTC,0,0,0,4.1,15260,6.4
2020,1,16,22:00,UTC,0,0,0,3.6,14650,5.6
2020,1,16,23:00,UTC,0,0,0,3.1,12920,4.7
2020,1,17,00:00,UTC,0,0,0,3,11520,4.9
2020,1,17,01:00,UTC,0,0,0,2.9,10880,5.3
2020,1,17,02:00,UTC,0,0,0,3,11330,4.7
2020,1,17,03:00,UTC,0,0,0,3,10560,4.5
2020,1,17,04:00,UTC,0,0,0,2.7,10330,4.2
2020,1,17,05:00,UTC,0,0,0,2.3,10090,4.3
2020,1,17,06:00,UTC,0,0,0,3.1,12010,4.5
2020,1,17,07:00,UTC,0,0,0,3.5,12790,4.9
2020,1,17,08:00,UTC,0,0,0,3.8,12870,4.9
2020,1,17,09:00,UTC,0,0,0,4.3,14140,5.5
2020,1,17,10:00,UTC,0,0,0,4.8,14860,6.5
2020,1,17,11:00,UTC,0,0,0,5,16860,7.4
2020,1,17,12:00,UTC,0,0,0,5.1,18420,8.3
2020,1,17,13:00,UTC,0,0,0,4.8,23340,7.7
2020,1,17,14:00,UTC,0,0,0,4.6,18880,7.5
2020,1,17,15:00,UTC,0,0,0,4.7,15410,7
2020,1,17,16:00,UTC,0,0,0,4.7,19990,6.2
2020,1,17,17:00,UTC,0,0,0,4.5,17580,8.3
2020,1,17,18:00,UTC,0,0,0,4.4,18740,9
2020,1,17,19:00,UTC,0,0,0,4.6,18500,7.9
2020,1,17,20:00,UTC,0,0,0,4.8,15050,8.9
2020,1,17,21:00,UTC,0,0,0,4.7,7240,9
2020,1,17,22:00,UTC,0,0,0,4.7,17090,6.6
2020,1,17,23:00,UTC,0,0,0,4.5,23960,7.9
2020,1,18,00:00,UTC,0,0,0,4.2,23100,6.1
2020,1,18,01:00,UTC,0,0,0,3.3,19850,5.2
2020,1,18,02:00,UTC,0,0,0,3.1,34230,5.3
2020,1,18,03:00,UTC,0,0,0,2.9,39090,5.2
2020,1,18,04:00,UTC,0,0,0,2.2,37190,3.5
2020,1,18,05:00,UTC,0,0,0,2,31920,4.4
2020,1,18,06:00,UTC,0,0,0,2,22700,7
2020,1,18,07:00,UTC,0,0,0,2.1,22360,7.3
2020,1,18,08:00,UTC,0,0,0,2.3,14780,6.9
2020,1,18,09:00,UTC,0,0,0,2.2,4140,7.9
2020,1,18,10:00,UTC,0.1,0,0,2.7,6790,7.3
2020,1,18,11:00,UTC,0.2,0.8,0,2.8,1950,6.8
2020,1,18,12:00,UTC,0.5,0.3,0,3.3,2430,8.4
2020,1,18,13:00,UTC,0.1,0,0,3.6,2670,8.2
2020,1,18,14:00,UTC,0.2,0.3,0,3.7,-,8
2020,1,18,15:00,UTC,0.2,0.4,0,3.8,-,7.8
2020,1,18,16:00,UTC,0.2,0,0,4,-,8.5
2020,1,18,17:00,UTC,0.4,0.8,0,4.3,-,7.6
2020,1,18,18:00,UTC,0.6,0.4,0,4.6,-,6.5
